0.23492,0.15293,0.67893,0.027016,0.13219,0.098106,0.97612,95,0.97511,0.032136
0.51167,0.039616,2.2919,0.001163,-1.8177,0.062389,0.984,95,0.98333,0.025627
0.12959,0.098971,0.84307,0.012639,-0.0082894,0.073253,0.98038,95,0.97955,0.027768
0.25666,0.11052,0.63007,0.022637,0.15418,0.045273,0.98824,95,0.98774,0.02183
92.453,6.2388,0.70133,0.03354,0.13949,0.070622,0.97936,95,0.97849,0.027265
0.22427,0.06241,0.69305,0.02002,0.070848,0.048907,0.98941,95,0.98896,0.022689
0.084461,0.19264,0.79491,0.017948,0.1378,0.1218,0.96818,95,0.96684,0.035807
0.59107,0.050289,0.46902,0.012204,0.013362,0.045388,0.99156,95,0.99121,0.021858
0.14337,0.21267,0.71688,0.025587,0.20562,0.093533,0.97539,95,0.97435,0.031378
0.37732,0.93208,0.78005,0.022667,0.092119,0.062077,0.98442,95,0.98376,0.025562
0.11374,0.14237,0.82745,0.02779,0.11276,0.049642,0.99015,95,0.98973,0.022859
0.49439,0.045334,1.8586,0.0015609,-1.3386,0.067687,0.98214,95,0.98139,0.026693
0.81337,0.017111,0.49047,5.185e-07,-0.35124,0.12945,0.96406,95,0.96254,0.036913
0.89864,0.033089,0.21305,9.9504e-05,-0.057375,0.094807,0.98212,95,0.98136,0.031591
0.75691,0.032653,0.71031,0.0006361,-0.5229,0.089071,0.97887,95,0.97798,0.03062
0.64536,0.043282,0.59009,0.0039062,-0.21955,0.048978,0.98903,95,0.98857,0.022706
0.53833,0.046687,2.4174,0.0011869,-1.9383,0.08523,0.97973,95,0.97888,0.029953
0.49524,0.056844,1.8004,0.0015252,-1.3322,0.066627,0.98014,95,0.9793,0.026483
0.076628,0.40741,0.7296,0.015619,0.17279,0.17116,0.94095,95,0.93846,0.042446
0.20873,0.17777,0.70699,0.028158,0.14339,0.068395,0.98344,95,0.98274,0.026832
0.87468,1.8705,0.73217,0.026761,0.14569,0.040418,0.98877,95,0.98829,0.020626
0.2383,0.30503,0.71557,0.030816,0.1208,0.029796,0.99243,95,0.99211,0.01771
0.54809,0.039243,1.6999,0.0012699,-1.2743,0.069352,0.98146,95,0.98068,0.027019
0.80897,0.042697,0.36696,0.0021258,-0.16676,0.039452,0.99179,95,0.99144,0.020379
0.49309,1.0307,0.75602,0.027926,0.079924,0.068049,0.98296,95,0.98225,0.026764
0.35825,0.060077,0.90935,0.006284,-0.27404,0.10302,0.97408,95,0.97299,0.032931
23.992,5.401,0.73956,0.023749,0.15068,0.13696,0.962,95,0.9604,0.037969
0.28415,0.089826,0.64716,0.0166,0.048788,0.097704,0.97528,95,0.97424,0.03207
0.34074,0.13679,0.6382,0.022087,0.10919,0.079001,0.98108,95,0.98028,0.028837
0.27789,0.17513,0.66339,0.019005,0.071641,0.081997,0.97703,95,0.97606,0.029379
