0.24735,0.12321,0.76095,0.023238,0.058472,0.038151,0.99242,95,0.99211,0.02004
0.78282,0.041917,0.34353,0.0021028,-0.16401,0.041628,0.99074,95,0.99035,0.020933
0.22641,0.42696,0.78982,0.032886,0.10282,0.048441,0.98922,95,0.98877,0.022581
0.16687,0.084359,0.88529,0.012036,-0.025001,0.083012,0.98054,95,0.97972,0.02956
0.46411,0.050591,3.0213,0.0012082,-2.5001,0.064431,0.9846,95,0.98395,0.026043
0.53145,0.028006,0.46128,0.006523,0.0065528,0.11727,0.9705,95,0.96926,0.035134
0.6455,0.038824,1.4089,0.0012515,-1.0607,0.075918,0.98241,95,0.98167,0.028269
0.65321,0.019706,0.50894,0.0030667,-0.19932,0.12686,0.96736,95,0.96598,0.036543
0.60508,0.045196,0.73885,0.0027941,-0.39454,0.063445,0.98373,95,0.98304,0.025843
0.28453,0.087786,1.0616,0.0046509,-0.37875,0.18252,0.93446,95,0.9317,0.043832
0.48065,0.048255,2.9454,0.00074338,-2.4972,0.14576,0.95293,95,0.95095,0.03917
0.53605,0.039726,7.5768,0.00027281,-7.1108,0.12579,0.96581,95,0.96437,0.036389
0.76984,0.021128,0.024251,0.0044759,0.17698,0.11439,0.96906,95,0.96776,0.0347
4.2635,0.00053641,0.33885,0.0066266,-3.6926,0.20554,0.86253,95,0.85675,0.046515
0.31256,0.053945,0.8944,0.0060771,-0.21901,0.090887,0.97415,95,0.97306,0.030931
0.18192,0.14461,0.71061,0.02791,0.11984,0.057811,0.98615,95,0.98557,0.024669
0.75363,0.0337,0.12977,0.021182,0.12498,0.082895,0.98342,95,0.98272,0.029539
0.8592,0.027205,0.52083,0.00083985,-0.29603,0.074191,0.9859,95,0.9853,0.027946
0.13381,0.1234,0.79827,0.012156,0.041053,0.092755,0.97116,95,0.96995,0.031247
0.84096,0.018822,0.48849,1.054e-07,-0.33551,0.12951,0.96809,96,0.96709,0.03673
0.67413,0.03104,1.365,0.00085255,-1.0213,0.10648,0.97433,95,0.97325,0.033479
0.31801,0.64482,0.68706,0.026508,0.15707,0.11042,0.96765,95,0.96629,0.034093
39.717,5.4583,0.72188,0.021435,0.12167,0.07985,0.97605,95,0.97504,0.028992
0.70479,0.039568,0.20227,0.003629,0.016177,0.11284,0.97041,95,0.96916,0.034464
0.19219,0.26587,0.74532,0.021451,0.10348,0.10108,0.97418,95,0.97309,0.032619
75.185,6.2285,0.76623,0.027361,0.10492,0.070479,0.9822,95,0.98145,0.027238
0.18846,0.20692,0.73803,0.024494,0.10634,0.071818,0.98261,95,0.98188,0.027495
0.52045,0.051655,1.598,0.0017396,-1.1674,0.068726,0.98152,95,0.98074,0.026897
0.54649,0.054991,0.52465,0.0096533,-0.030239,0.050067,0.98929,95,0.98884,0.022957
0.60977,0.047593,0.59246,0.0050255,-0.18964,0.082554,0.98166,95,0.98089,0.029479
0.738,0.050562,0.4886,0.0028779,-0.18107,0.064832,0.98524,95,0.98462,0.026124
0.3889,0.051357,2.8528,0.001143,-2.2738,0.11471,0.96395,95,0.96243,0.034749
0.50135,0.046532,1.638,0.0012567,-1.2088,0.084194,0.97269,95,0.97154,0.02977
0.26901,0.13904,0.60843,0.022929,0.13159,0.079729,0.97742,95,0.97647,0.02897
0.77436,0.029515,0.6265,0.00033141,-0.40421,0.082739,0.97999,95,0.97915,0.029512
0.11872,0.17618,0.81476,0.026864,0.10802,0.045944,0.9904,95,0.99,0.021991
0.78698,0.02598,1.911e-06,0.00027749,0.19935,0.061237,0.98449,95,0.98384,0.025389
0.2442,0.4667,0.60512,0.020041,0.25459,0.13245,0.94765,95,0.94545,0.037339
0.75285,0.023056,0.025891,0.0055981,0.22307,0.14876,0.95995,95,0.95826,0.039571
0.10572,0.066724,2.483,0.0020204,-1.6085,0.24958,0.90086,95,0.89669,0.051256
0.13674,0.16463,0.71494,0.012444,0.14276,0.16025,0.93996,95,0.93743,0.041071
0.35746,0.083997,2.1477,0.0021175,-1.4754,0.12198,0.96357,95,0.96204,0.035833
0.6446,0.033507,1.7084,0.00064539,-1.354,0.064407,0.9828,95,0.98208,0.026038
0.19694,0.16985,0.68467,0.011552,0.14153,0.13988,0.94392,95,0.94155,0.038372
0.55522,0.035173,0.90699,0.0028835,-0.41725,0.07444,0.98215,95,0.9814,0.027992
0.67974,0.045763,1.1727,0.0011053,-0.89193,0.062261,0.98436,95,0.9837,0.0256
0.21333,0.1723,0.6296,0.024006,0.171,0.065741,0.97998,95,0.97914,0.026306
0.30155,0.19661,0.61276,0.024553,0.13287,0.049132,0.9856,95,0.985,0.022742
0.52801,0.047035,1.3807,0.002555,-0.86782,0.051486,0.98866,95,0.98818,0.02328
0.42466,0.074986,0.5492,0.017096,0.088895,0.040307,0.9909,95,0.99052,0.020598
0.58915,0.042595,1.0469,0.0020402,-0.67403,0.058642,0.98515,95,0.98452,0.024845
0.17773,0.14072,0.70812,0.028899,0.13699,0.069003,0.98348,95,0.98278,0.026951
0.37678,0.091772,0.55188,0.019137,0.086424,0.038816,0.99013,95,0.98972,0.020213
0.79713,0.032483,0.010975,4.3514e-06,0.14033,0.092823,0.97768,95,0.97674,0.031258
0.4604,0.043121,1.4889,0.0020835,-0.96662,0.10161,0.97245,95,0.97129,0.032705
0.78124,0.037438,0.95508,0.00024292,-0.73832,0.092975,0.97757,95,0.97663,0.031284
0.23299,0.14365,0.62141,0.02202,0.17645,0.072996,0.97841,95,0.9775,0.02772
0.48782,0.066431,2.2449,0.001514,-1.7363,0.089873,0.97556,95,0.97453,0.030758
0.16388,0.12475,0.76343,0.029523,0.12038,0.037147,0.99217,95,0.99184,0.019774
0.19588,0.41107,0.73943,0.026837,0.1325,0.057295,0.9852,95,0.98458,0.024558
0.68769,0.04129,1.0336,0.0011552,-0.69292,0.062011,0.98481,95,0.98417,0.025549
0.73103,0.038815,0.34937,0.0042462,-0.077588,0.072912,0.98453,95,0.98388,0.027704
0.73643,0.044798,9.0416,4.6362e-05,-8.82,0.067586,0.98171,95,0.98094,0.026673
0.58428,0.051877,0.42894,0.00878,-0.0274,0.05278,0.9877,95,0.98718,0.023571
0.18212,0.22068,0.72726,0.026104,0.1245,0.097866,0.97582,95,0.9748,0.032096
0.27862,0.083413,0.61367,0.012724,0.057248,0.092572,0.9708,95,0.96957,0.031216
0.63206,0.043935,1.1328,0.0020415,-0.71353,0.066192,0.98537,95,0.98475,0.026396
0.1878,0.2925,0.73687,0.031636,0.15643,0.047393,0.98829,95,0.98779,0.022335
0.39934,0.077894,0.56993,0.013175,0.067714,0.067207,0.98248,95,0.98174,0.026598
0.87688,0.029633,8.6352e-05,6.9142e-06,0.13494,0.072069,0.98555,95,0.98494,0.027543
