0.79527,0.037017,0.17202,0.11315,0.97246,97,0.97189,0.034154
0.7873,0.024384,0.17778,0.065861,0.98311,97,0.98276,0.026057
0.81397,0.01858,0.11335,0.078476,0.97898,97,0.97855,0.028443
0.77131,0.034617,0.21062,0.057676,0.98502,97,0.98471,0.024384
0.72463,0.036563,0.15019,0.098225,0.97129,97,0.9707,0.031822
0.84768,0.02791,0.12091,0.0511,0.98893,97,0.98871,0.022952
0.79573,0.020854,0.17705,0.12544,0.96723,97,0.96655,0.035961
0.91301,0.033338,0.13674,0.049923,0.99072,97,0.99053,0.022686
0.76008,0.030599,0.23372,0.10196,0.97317,97,0.97262,0.032421
0.79023,0.025444,0.11698,0.080626,0.97976,97,0.97935,0.02883
0.88224,0.031843,0.13421,0.053217,0.98944,97,0.98922,0.023423
0.76821,0.026355,0.2192,0.073677,0.98056,97,0.98016,0.02756
0.81336,0.017114,0.13925,0.12945,0.96406,97,0.96332,0.036531
0.90218,0.032932,0.15261,0.094772,0.98212,97,0.98176,0.031257
0.80278,0.030423,0.13705,0.090125,0.97862,97,0.97818,0.030481
0.83031,0.032061,0.16741,0.05217,0.98832,97,0.98808,0.023191
0.80489,0.027693,0.18274,0.092496,0.97801,97,0.97755,0.03088
0.71524,0.032031,0.20981,0.079038,0.97644,97,0.97595,0.028545
0.7192,0.017213,0.20043,0.17362,0.9401,97,0.93886,0.042307
0.7994,0.036375,0.17674,0.082271,0.98008,97,0.97967,0.029123
0.74494,0.028997,0.15946,0.05685,0.9842,97,0.98387,0.024209
0.78601,0.037981,0.14715,0.05,0.98729,97,0.98703,0.022704
0.7619,0.026852,0.19443,0.072525,0.98061,97,0.98021,0.027344
0.8718,0.038551,0.12921,0.04018,0.99164,97,0.99146,0.020353
0.78051,0.03129,0.098453,0.093214,0.97667,97,0.97618,0.030999
0.79159,0.024084,0.16097,0.11261,0.97167,97,0.97108,0.034073
0.7445,0.025182,0.16246,0.14752,0.95907,97,0.95823,0.038998
0.77488,0.030164,0.15148,0.11072,0.97199,97,0.97141,0.033785
0.804,0.037837,0.18306,0.10852,0.97401,97,0.97348,0.033447
0.73472,0.030943,0.15703,0.11349,0.96821,97,0.96756,0.034205
0.88264,0.032941,0.11554,0.052808,0.98951,97,0.9893,0.023333
0.84176,0.038005,0.11311,0.042166,0.99062,97,0.99043,0.020849
0.83847,0.037517,0.12033,0.064461,0.98566,97,0.98536,0.025779
0.86044,0.019355,0.12894,0.089409,0.97904,97,0.9786,0.03036
0.8145,0.02449,0.1327,0.074926,0.98209,97,0.98172,0.027793
0.81449,0.020592,0.17841,0.11829,0.97024,97,0.96963,0.034921
0.81442,0.029431,0.16415,0.078217,0.98188,97,0.9815,0.028397
0.86029,0.016303,0.099908,0.127,0.96732,97,0.96665,0.036185
0.77396,0.032885,0.15574,0.06707,0.9828,97,0.98244,0.026295
0.65118,0.023036,0.24765,0.20769,0.92543,97,0.92389,0.046272
0.6786,0.029874,0.22436,0.15163,0.95103,97,0.95002,0.039538
0.75034,0.026522,0.23291,0.1291,0.96491,97,0.96419,0.036481
0.78269,0.020869,0.18838,0.11441,0.96906,97,0.96842,0.034344
16.311,0.0002448,-15.405,0.19868,0.86713,97,0.86439,0.045257
0.75862,0.021632,0.1982,0.098056,0.97211,97,0.97153,0.031794
0.80377,0.035378,0.15049,0.066432,0.98408,97,0.98376,0.02617
0.8763,0.031801,0.13071,0.082893,0.98342,97,0.98308,0.029233
0.90964,0.025748,0.17216,0.07428,0.98588,97,0.98559,0.027673
0.7527,0.018481,0.17044,0.10048,0.96876,97,0.96812,0.032184
0.84096,0.018822,0.15298,0.12951,0.96809,97,0.96743,0.03654
0.80227,0.025953,0.20838,0.10713,0.97417,97,0.97364,0.033233
0.71571,0.031077,0.18169,0.13314,0.96099,97,0.96019,0.037048
0.72539,0.023715,0.14346,0.10528,0.96842,97,0.96777,0.032945
0.76364,0.035934,0.15376,0.11316,0.97032,97,0.96971,0.034156
0.7747,0.027041,0.14956,0.11799,0.96986,97,0.96924,0.034876
0.77834,0.029343,0.11725,0.089468,0.9774,97,0.97694,0.03037
0.79463,0.031073,0.14595,0.086148,0.97914,97,0.97871,0.029801
0.75419,0.030532,0.16385,0.07771,0.9791,97,0.97867,0.028304
0.85005,0.033384,0.15941,0.057731,0.98766,97,0.9874,0.024396
0.83047,0.032628,0.15808,0.087665,0.98053,97,0.98012,0.030063
0.83826,0.041515,0.18961,0.067939,0.98454,97,0.98422,0.026465
0.70556,0.023837,0.22829,0.12305,0.96133,97,0.96053,0.035617
0.68401,0.030545,0.22354,0.0883,0.97136,97,0.97077,0.030171
0.73558,0.036041,0.19046,0.098724,0.97204,97,0.97146,0.031903
0.79735,0.028613,0.19794,0.082763,0.97998,97,0.97957,0.02921
0.85993,0.030884,0.13136,0.051003,0.98934,97,0.98912,0.02293
0.78675,0.025986,0.19951,0.061237,0.98449,97,0.98417,0.025126
0.6166,0.025466,0.29701,0.15289,0.93957,97,0.93833,0.039701
0.76805,0.022662,0.23309,0.14881,0.95993,97,0.95911,0.039168
0.91207,0.0086166,0.04399,0.2532,0.89942,97,0.89735,0.051091
0.67013,0.018875,0.25844,0.17003,0.9363,97,0.93498,0.041867
0.72037,0.024217,0.23107,0.145,0.9567,97,0.9558,0.038663
0.76091,0.027904,0.23012,0.065175,0.9826,97,0.98224,0.025921
0.6286,0.021353,0.299,0.16018,0.93578,97,0.93445,0.040637
0.81479,0.02412,0.21619,0.076616,0.98163,97,0.98125,0.028104
0.78709,0.036906,0.15719,0.064623,0.98376,97,0.98343,0.025811
0.70787,0.033604,0.217,0.082183,0.97497,97,0.97446,0.029107
0.72778,0.037891,0.1879,0.080921,0.97629,97,0.9758,0.028883
0.84247,0.026649,0.16747,0.059333,0.98693,97,0.98666,0.024732
0.83136,0.036306,0.18538,0.052222,0.98822,97,0.98797,0.023203
0.77936,0.03012,0.16313,0.061719,0.98437,97,0.98404,0.025225
0.80438,0.03629,0.16495,0.076456,0.98169,97,0.98131,0.028075
0.7852,0.037856,0.1702,0.055273,0.98595,97,0.98566,0.023871
0.79703,0.03249,0.15139,0.092823,0.97768,97,0.97722,0.030934
0.76086,0.024409,0.19795,0.10684,0.97103,97,0.97043,0.033189
0.79886,0.035819,0.19231,0.09427,0.97726,97,0.97679,0.031175
0.7174,0.03314,0.2346,0.089484,0.97353,97,0.97299,0.030373
0.74598,0.031515,0.19321,0.11334,0.96918,97,0.96854,0.034183
0.86084,0.035875,0.14504,0.04231,0.99108,97,0.9909,0.020885
0.77053,0.030988,0.15585,0.070688,0.98175,97,0.98137,0.026995
0.79362,0.034217,0.22258,0.063682,0.9844,97,0.98408,0.025623
0.85153,0.032756,0.14131,0.073949,0.98431,97,0.98399,0.027611
0.76603,0.041069,0.18019,0.071395,0.98068,97,0.98028,0.02713
0.81582,0.035227,0.14515,0.058,0.98649,97,0.98621,0.024453
0.78421,0.032419,0.15795,0.11086,0.97261,97,0.97205,0.033806
0.69421,0.028126,0.20532,0.10418,0.96714,97,0.96646,0.032772
0.83386,0.030945,0.19578,0.071128,0.98428,97,0.98395,0.027079
0.79477,0.037221,0.17701,0.060098,0.98515,97,0.98484,0.024891
0.76665,0.033897,0.21673,0.08299,0.97837,97,0.97792,0.02925
0.87686,0.029633,0.13505,0.072069,0.98555,97,0.98525,0.027258
